1 = alive (sealed or responds to touch); 0 = dead (gaped and unresponsive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4HR,"Time Check Started (all plates): 9:30p, 8/13",,,,,,,4HR,"Time Check Started (all plates): 9:30p, 8/13",,,,,,,4HR,"Time Check Started (all plates): 9:30p, 8/13",,,,,,,4HR,"Time Check Started (all plates): 9:30p, 8/13",,,,,,,4HR,"Time Check Started (all plates): 9:30p, 8/13",,,,,,,4HR,"Time Check Started (all plates): 9:30p, 8/13",,,,,,,4HR,"Time Check Started (all plates): 9:30p, 8/13",,,,,,,4HR,"Time Check Started (all plates): 9:30p, 8/13",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10HR,"Time Check Started (all plates): 3:30a, 8/14",,,,,,,10HR,"Time Check Started (all plates): 3:30a, 8/14",,,,,,,10HR,"Time Check Started (all plates): 3:30a, 8/14",,,,,,,10HR,"Time Check Started (all plates): 3:30a, 8/14",,,,,,,10HR,"Time Check Started (all plates): 3:30a, 8/14",,,,,,,10HR,"Time Check Started (all plates): 3:30a, 8/14",,,,,,,10HR,"Time Check Started (all plates): 3:30a, 8/14",,,,,,,10HR,"Time Check Started (all plates): 3:30a, 8/14",,,,,
WC-CC1-40,1,2,3,4,5,6,,WC-CC2-40,1,2,3,4,5,6,,WC-EE1-40,1,2,3,4,5,6,,WC-EE2-40,1,2,3,4,5,6,,WC-CP1-40,1,2,3,4,5,6,,WC-CP2-40,1,2,3,4,5,6,,WC-EP1-40,1,2,3,4,5,6,,WC-EP2-40,1,2,3,4,5,6
A,blank,1,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,,,,,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank
B,blank,0,0,1,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,,,,,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank
C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,,,,,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank
D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,,,,,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12HR,"Time Check Started (all plates): 5:30a, 8/14",,,,,,,12HR,"Time Check Started (all plates): 5:30a, 8/14",,,,,,,12HR,"Time Check Started (all plates): 5:30a, 8/14",,,,,,,12HR,"Time Check Started (all plates): 5:30a, 8/14",,,,,,,12HR,"Time Check Started (all plates): 5:30a, 8/14",,,,,,,12HR,"Time Check Started (all plates): 5:30a, 8/14",,,,,,,12HR,"Time Check Started (all plates): 5:30a, 8/14",,,,,,,12HR,"Time Check Started (all plates): 5:30a, 8/14",,,,,
WC-CC1-40,1,2,3,4,5,6,,WC-CC2-40,1,2,3,4,5,6,,WC-EE1-40,1,2,3,4,5,6,,WC-EE2-40,1,2,3,4,5,6,,WC-CP1-40,1,2,3,4,5,6,,WC-CP2-40,1,2,3,4,5,6,,WC-EP1-40,1,2,3,4,5,6,,WC-EP2-40,1,2,3,4,5,6
A,blank,1,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,,,,,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank
B,blank,0,0,1,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,,,,,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank
C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,,,,,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank
D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,,,,,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14HR,"Time Check Started (all plates): 7:30a, 8/14",,,,,,,14HR,"Time Check Started (all plates): 7:30a, 8/14",,,,,,,14HR,"Time Check Started (all plates): 7:30a, 8/14",,,,,,,14HR,"Time Check Started (all plates): 7:30a, 8/14",,,,,,,14HR,"Time Check Started (all plates): 7:30a, 8/14",,,,,,,14HR,"Time Check Started (all plates): 7:30a, 8/14",,,,,,,14HR,"Time Check Started (all plates): 7:30a, 8/14",,,,,,,14HR,"Time Check Started (all plates): 7:30a, 8/14",,,,,
WC-CC1-40,1,2,3,4,5,6,,WC-CC2-40,1,2,3,4,5,6,,WC-EE1-40,1,2,3,4,5,6,,WC-EE2-40,1,2,3,4,5,6,,WC-CP1-40,1,2,3,4,5,6,,WC-CP2-40,1,2,3,4,5,6,,WC-EP1-40,1,2,3,4,5,6,,WC-EP2-40,1,2,3,4,5,6
A,blank,1,0,0,0,blank,,A,blank,1,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,,,,,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank
B,blank,0,0,1,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,1,0,0,blank,,B,blank,,,,,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank
C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,,,,,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank
D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,,,,,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16HR,"Time Check Started (all plates): 9:30a, 8/14",,,,,,,16HR,"Time Check Started (all plates): 9:30a, 8/14",,,,,,,16HR,"Time Check Started (all plates): 9:30a, 8/14",,,,,,,16HR,"Time Check Started (all plates): 9:30a, 8/14",,,,,,,16HR,"Time Check Started (all plates): 9:30a, 8/14",,,,,,,16HR,"Time Check Started (all plates): 9:30a, 8/14",,,,,,,16HR,"Time Check Started (all plates): 9:30a, 8/14",,,,,,,16HR,"Time Check Started (all plates): 9:30a, 8/14",,,,,
WC-CC1-40,1,2,3,4,5,6,,WC-CC2-40,1,2,3,4,5,6,,WC-EE1-40,1,2,3,4,5,6,,WC-EE2-40,1,2,3,4,5,6,,WC-CP1-40,1,2,3,4,5,6,,WC-CP2-40,1,2,3,4,5,6,,WC-EP1-40,1,2,3,4,5,6,,WC-EP2-40,1,2,3,4,5,6
A,blank,1,0,0,0,blank,,A,blank,1,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank
B,blank,0,0,1,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,1,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank
C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank
D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18HR,"Time Check Started (all plates): 11:30a, 8/14",,,,,,,18HR,"Time Check Started (all plates): 11:30a, 8/14",,,,,,,18HR,"Time Check Started (all plates): 11:30a, 8/14",,,,,,,18HR,"Time Check Started (all plates): 11:30a, 8/14",,,,,,,18HR,"Time Check Started (all plates): 11:30a, 8/14",,,,,,,18HR,"Time Check Started (all plates): 11:30a, 8/14",,,,,,,18HR,"Time Check Started (all plates): 11:30a, 8/14",,,,,,,18HR,"Time Check Started (all plates): 11:30a, 8/14",,,,,
WC-CC1-40,1,2,3,4,5,6,,WC-CC2-40,1,2,3,4,5,6,,WC-EE1-40,1,2,3,4,5,6,,WC-EE2-40,1,2,3,4,5,6,,WC-CP1-40,1,2,3,4,5,6,,WC-CP2-40,1,2,3,4,5,6,,WC-EP1-40,1,2,3,4,5,6,,WC-EP2-40,1,2,3,4,5,6
A,blank,1,0,,0,blank,,A,blank,1,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,1,0,0,blank,,A,blank,0,0,0,0,blank
B,blank,1,0,1,,blank,,B,blank,0,0,0,0,blank,,B,blank,0,1,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank
C,blank,1,0,,,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,1,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank
D,blank,,0,,,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20HR,"Time Check Started (all plates): 1:30p, 8/14",,,,,,,20HR,"Time Check Started (all plates): 1:30p, 8/14",,,,,,,20HR,"Time Check Started (all plates): 1:30p, 8/14",,,,,,,20HR,"Time Check Started (all plates): 1:30p, 8/14",,,,,,,20HR,"Time Check Started (all plates): 1:30p, 8/14",,,,,,,20HR,"Time Check Started (all plates): 1:30p, 8/14",,,,,,,20HR,"Time Check Started (all plates): 1:30p, 8/14",,,,,,,20HR,"Time Check Started (all plates): 1:30p, 8/14",,,,,
WC-CC1-40,1,2,3,4,5,6,,WC-CC2-40,1,2,3,4,5,6,,WC-EE1-40,1,2,3,4,5,6,,WC-EE2-40,1,2,3,4,5,6,,WC-CP1-40,1,2,3,4,5,6,,WC-CP2-40,1,2,3,4,5,6,,WC-EP1-40,1,2,3,4,5,6,,WC-EP2-40,1,2,3,4,5,6
A,blank,1,0,0,0,blank,,A,blank,1,0,0,0,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,0,1,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,1,1,blank,,A,blank,0,1,0,0,blank,,A,blank,0,0,0,0,blank
B,blank,1,0,1,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,1,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank
C,blank,1,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,1,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank
D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22HR,"Time Check Started (all plates): 3:30p, 8/14",,,,,,,22HR,"Time Check Started (all plates): 3:30p, 8/14",,,,,,,22HR,"Time Check Started (all plates): 3:30p, 8/14",,,,,,,22HR,"Time Check Started (all plates): 3:30p, 8/14",,,,,,,22HR,"Time Check Started (all plates): 3:30p, 8/14",,,,,,,22HR,"Time Check Started (all plates): 3:30p, 8/14",,,,,,,22HR,"Time Check Started (all plates): 3:30p, 8/14",,,,,,,22HR,"Time Check Started (all plates): 3:30p, 8/14",,,,,
WC-CC1-40,1,2,3,4,5,6,,WC-CC2-40,1,2,3,4,5,6,,WC-EE1-40,1,2,3,4,5,6,,WC-EE2-40,1,2,3,4,5,6,,WC-CP1-40,1,2,3,4,5,6,,WC-CP2-40,1,2,3,4,5,6,,WC-EP1-40,1,2,3,4,5,6,,WC-EP2-40,1,2,3,4,5,6
A,blank,1,1,0,0,blank,,A,blank,1,0,0,0,blank,,A,blank,1,0,1,0,blank,,A,blank,0,0,0,1,blank,,A,blank,0,0,0,0,blank,,A,blank,0,0,1,1,blank,,A,blank,0,1,0,0,blank,,A,blank,0,0,0,0,blank
B,blank,1,1,1,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,1,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank
C,blank,1,1,0,0,blank,,C,blank,0,1,0,0,blank,,C,blank,1,0,0,1,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,1,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank
D,blank,1,0,1,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,1,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24HR,"Time Check Started (all plates): 5:30p, 8/14",,,,,,,24HR,"Time Check Started (all plates): 5:30p, 8/14",,,,,,,24HR,"Time Check Started (all plates): 5:30p, 8/14",,,,,,,24HR,"Time Check Started (all plates): 5:30p, 8/14",,,,,,,24HR,"Time Check Started (all plates): 5:30p, 8/14",,,,,,,24HR,"Time Check Started (all plates): 5:30p, 8/14",,,,,,,24HR,"Time Check Started (all plates): 5:30p, 8/14",,,,,,,24HR,"Time Check Started (all plates): 5:30p, 8/14",,,,,
WC-CC1-40,1,2,3,4,5,6,,WC-CC2-40,1,2,3,4,5,6,,WC-EE1-40,1,2,3,4,5,6,,WC-EE2-40,1,2,3,4,5,6,,WC-CP1-40,1,2,3,4,5,6,,WC-CP2-40,1,2,3,4,5,6,,WC-EP1-40,1,2,3,4,5,6,,WC-EP2-40,1,2,3,4,5,6
A,blank,1,1,0,0,blank,,A,blank,1,1,1,0,blank,,A,blank,1,0,1,0,blank,,A,blank,1,0,1,1,blank,,A,blank,0,0,0,1,blank,,A,blank,1,0,1,1,blank,,A,blank,0,1,0,0,blank,,A,blank,0,0,0,0,blank
B,blank,1,1,1,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,1,0,0,blank,,B,blank,1,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank
C,blank,1,1,0,0,blank,,C,blank,0,1,1,0,blank,,C,blank,1,0,0,1,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,1,0,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,0,blank
D,blank,1,1,1,0,blank,,D,blank,1,0,0,0,blank,,D,blank,0,0,0,1,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,1,0,1,0,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26HR,"Time Check Started (all plates): 7:30p, 8/14",,,,,,,26HR,"Time Check Started (all plates): 7:30p, 8/14",,,,,,,26HR,"Time Check Started (all plates): 7:30p, 8/14",,,,,,,26HR,"Time Check Started (all plates): 7:30p, 8/14",,,,,,,26HR,"Time Check Started (all plates): 7:30p, 8/14",,,,,,,26HR,"Time Check Started (all plates): 7:30p, 8/14",,,,,,,26HR,"Time Check Started (all plates): 7:30p, 8/14",,,,,,,26HR,"Time Check Started (all plates): 7:30p, 8/14",,,,,
WC-CC1-40,1,2,3,4,5,6,,WC-CC2-40,1,2,3,4,5,6,,WC-EE1-40,1,2,3,4,5,6,,WC-EE2-40,1,2,3,4,5,6,,WC-CP1-40,1,2,3,4,5,6,,WC-CP2-40,1,2,3,4,5,6,,WC-EP1-40,1,2,3,4,5,6,,WC-EP2-40,1,2,3,4,5,6
A,blank,1,1,1,0,blank,,A,blank,1,1,1,0,blank,,A,blank,1,0,1,0,blank,,A,blank,1,0,1,1,blank,,A,blank,1,1,1,1,blank,,A,blank,1,1,1,1,blank,,A,blank,0,1,0,0,blank,,A,blank,0,0,0,0,blank
B,blank,1,1,1,1,blank,,B,blank,0,0,0,0,blank,,B,blank,0,1,0,0,blank,,B,blank,1,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank,,B,blank,0,0,0,0,blank
C,blank,1,1,0,0,blank,,C,blank,0,1,1,0,blank,,C,blank,1,0,0,1,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,1,0,blank,,C,blank,0,0,1,1,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,1,blank
D,blank,1,1,1,0,blank,,D,blank,1,0,0,1,blank,,D,blank,0,0,0,1,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,1,0,1,1,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,0,0,blank
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28HR,"Time Check Started (all plates): 9:30p, 8/14",,,,,,,28HR,"Time Check Started (all plates): 9:30p, 8/14",,,,,,,28HR,"Time Check Started (all plates): 9:30p, 8/14",,,,,,,28HR,"Time Check Started (all plates): 9:30p, 8/14",,,,,,,28HR,"Time Check Started (all plates): 9:30p, 8/14",,,,,,,28HR,"Time Check Started (all plates): 9:30p, 8/14",,,,,,,28HR,"Time Check Started (all plates): 9:30p, 8/14",,,,,,,28HR,"Time Check Started (all plates): 9:30p, 8/14",,,,,
WC-CC1-40,1,2,3,4,5,6,,WC-CC2-40,1,2,3,4,5,6,,WC-EE1-40,1,2,3,4,5,6,,WC-EE2-40,1,2,3,4,5,6,,WC-CP1-40,1,2,3,4,5,6,,WC-CP2-40,1,2,3,4,5,6,,WC-EP1-40,1,2,3,4,5,6,,WC-EP2-40,1,2,3,4,5,6
A,blank,1,1,1,1,blank,,A,blank,1,1,1,1,blank,,A,blank,1,0,1,1,blank,,A,blank,1,0,1,1,blank,,A,blank,1,1,1,1,blank,,A,blank,1,1,1,1,blank,,A,blank,0,1,,1,blank,,A,blank,0,0,0,0,blank
B,blank,1,1,1,1,blank,,B,blank,1,1,1,0,blank,,B,blank,1,1,0,1,blank,,B,blank,1,1,1,1,blank,,B,blank,0,1,0,0,blank,,B,blank,1,0,0,1,blank,,B,blank,0,0,1,0,blank,,B,blank,0,0,0,0,blank
C,blank,1,1,0,1,blank,,C,blank,0,1,1,0,blank,,C,blank,1,0,0,1,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,1,0,blank,,C,blank,1,1,1,1,blank,,C,blank,0,0,0,0,blank,,C,blank,0,0,0,1,blank
D,blank,1,1,1,1,blank,,D,blank,1,0,0,1,blank,,D,blank,1,0,0,1,blank,,D,blank,1,1,0,0,blank,,D,blank,0,0,0,0,blank,,D,blank,1,0,1,1,blank,,D,blank,0,0,0,0,blank,,D,blank,0,0,1,0,blank
