row_id,col_id,well_id,value,plate_id,base_plate_id,temp_c,t_index,wall_sec,t0_wall_sec,time_hr,is_blank,treatment,rep_group,imagej_label,area_mm2,sample_id,value_t0,fold_change,mean_blank_fc,corrected_fc,metabolism
A,4,A4,2946,APC-CC1-26,APC-CC1,26,7,1787240203,1787227520,3.5230555555555556,FALSE,CC,A,2,30.943,APC-CC1_A4,1416,2.080508474576271,1.0769681999722152,1.003540274604056,0.032431899770676925
A,5,A5,2146,APC-CC1-26,APC-CC1,26,7,1787240203,1787227520,3.5230555555555556,FALSE,CC,A,1,51.399,APC-CC1_A5,1104,1.943840579710145,1.0769681999722152,0.8668723797379299,0.01686554951921107
B,2,B2,3270,APC-CC1-26,APC-CC1,26,7,1787240203,1787227520,3.5230555555555556,FALSE,CC,A,8,40.552,APC-CC1_B2,1311,2.494279176201373,1.0769681999722152,1.417310976229158,0.03495045808416744
B,3,B3,1565,APC-CC1-26,APC-CC1,26,7,1787240203,1787227520,3.5230555555555556,FALSE,CC,A,6,102.812,APC-CC1_B3,697,2.2453371592539453,1.0769681999722152,1.1683689592817301,0.011364130250182179
B,4,B4,1284,APC-CC1-26,APC-CC1,26,7,1787240203,1787227520,3.5230555555555556,FALSE,CC,A,7,61.176,APC-CC1_B4,595,2.157983193277311,1.0769681999722152,1.0810149933050957,0.017670573318051126
B,5,B5,2776,APC-CC1-26,APC-CC1,26,7,1787240203,1787227520,3.5230555555555556,FALSE,CC,A,5,107.249,APC-CC1_B5,1391,1.9956865564342199,1.0769681999722152,0.9187183564620047,0.008566218393290425
C,2,C2,1621,APC-CC1-26,APC-CC1,26,7,1787240203,1787227520,3.5230555555555556,FALSE,CC,B,12,69.315,APC-CC1_C2,723,2.2420470262793915,1.0769681999722152,1.1650788263071763,0.016808466079595706
C,3,C3,1074,APC-CC1-26,APC-CC1,26,7,1787240203,1787227520,3.5230555555555556,FALSE,CC,B,11,37.353,APC-CC1_C3,520,2.0653846153846156,1.0769681999722152,0.9884164154124004,0.026461500158284485
C,4,C4,919,APC-CC1-26,APC-CC1,26,7,1787240203,1787227520,3.5230555555555556,FALSE,CC,A,9,20.508,APC-CC1_C4,389,2.3624678663239074,1.0769681999722152,1.2854996663516922,0.06268283920185744
C,5,C5,684,APC-CC1-26,APC-CC1,26,7,1787240203,1787227520,3.5230555555555556,FALSE,CC,A,10,67.355,APC-CC1_C5,314,2.178343949044586,1.0769681999722152,1.1013757490723708,0.01635180386121848
D,2,D2,689,APC-CC1-26,APC-CC1,26,7,1787240203,1787227520,3.5230555555555556,FALSE,CC,B,16,28.66,APC-CC1_D2,355,1.9408450704225353,1.0769681999722152,0.8638768704503201,0.030142249492334967
